b	爱
fdwsn	欧安会
ylvxc	午夜凶铃
mglcl	不打紧
fjmdt	死性不改
ddqhk	皮皮虾
wcftt	人生无常
tjdrj	真情实意
ccccy	潇潇洒洒
sqqjc	凉飕飕
kcbkj	三叉神经
smfme	横切面
brcke	爱默生
wcji	做生日
pkknw	奇经八脉
gcjgi	磨洋工
rjnnv	理性主义
vgsmb	软指标
tftkr	常来常往
wkwkj	他乡遇故知
vmljn	诸葛孔明
cccnf	姨奶奶
kjbbs	图瓦卢
msnnv	解构主义
lslzi	京片子
hwmlx	贝加尔
fystk	翻筋斗
slmwh	横向联合
jkjjl	邋里邋遢
tsvcd	常用词
vkksn	地县级
cwvgj	如你所愿
rrksm	玻璃纸
rwri	现代文
khttv	重起炉灶
nnvvj	朦胧诗
fjfjx	无愧于心
jnjxo	昧良心
dmjhl	皮尔卡丹
kvllh	三岁小孩
vkpfv	封疆大吏
chsmq	注册机
jjlfj	门巴族
fjgkd	电影厅
kjgo	纳闷儿
lgcnv	放牛娃
pmmcl	雪莲花
khkrj	张思德
wlwnv	水平仪
psmhj	奋斗不息
fgmzt	亚麻布
rjnnn	新民主主义
qpwko	发大水
rssmy	硬梆梆
kykts	八阵图
lcyqi	小淘气
wwsgj	人体模特
tktlz	戴绿帽子
kwrjy	固化剂
khmhl	成败在此一举
ykckk	酸辣汤
lysgk	高等植物
jkvjj	顺之者昌
dcjgk	客观事物
cjcsc	治外法权
xkkkl	差之千里
fvccn	死读书
cmspd	洋葱头
dnlbc	宫廷政变
khxwh	三步并作两步
cgrdl	激扬文字
mjlle	不早了
mmxct	农艺师
kfhwp	绵延起伏
bbksl	弯弯绕
fkjsg	系统盘
mgcve	农牧渔业
hmhsn	肯不肯
tyhne	常年累月
kjctp	往事如烟
hcskn	同温层
dwksn	中低级
cdhmk	活字典
jkkwh	上下结合
ddssl	出出进进
bhhgw	爱斯基摩人
fjfjj	一忍再忍
pcjll	大好时光
kvckn	分类法
lffrs	旁系血亲
ccjjd	司马昭
yyvkd	阴险毒辣
dtdkd	喷火器
dslcd	寡头政治
hdlwv	自己方便
cksml	海德格尔
cvkwo	以诚待人
wwjcs	伉俪情深
vdcwd	数字通信
tshnl	各尽其能
gwfkj	拒人于千里之外
jhkrj	巴斯德
dkrlt	金缕玉衣
svvnw	横断山脉
wcggv	人马座
klddm	感觉器官
fgbkt	一指禅
jjwve	丰功伟业
wmwdv	侧耳倾听
jvmdl	闷声不响
fccvf	两河流域
pmddm	大写字母
npssd	踏雪寻梅
lqggc	幼发拉底河
gmdkd	接触器
mchwr	还治其人之身
clbkk	汉高祖
gdlqi	打呵欠
cmrmc	生存竞争
dlckt	守旧派
jvflh	必输无疑
gnrlj	打主意
gpvll	目露凶光
dcmfl	长生不死
pvkjf	大兵团
yyxct	阴阳师
kxnwl	绷着脸
jjjjc	时快时慢
mkwhf	不可信其无
vjccn	辅导书
cmmhv	马尔萨斯
tslxy	被剥削
cvwgg	女士优先
fjjkj	五星上将
xkvlo	逆之者亡
vvyvt	说话算数
cmvrl	双黄连
ddnmr	嘎嘣脆
scffv	运河区
hwfyj	超人一等
wbkts	俯视图
jjwo	知心人
cllsj	科学幻想
xxkjx	拳拳之心
kswll	分析化学
rcdkj	离愁别绪
hhvjs	自习课
scyrd	资源管理器
stkcs	展翅欲飞
vysvd	岳阳楼记
wwvwl	价值论
grdcl	物理实验
dplzi	皮夹子
ddddk	嘀嘀咕咕
dfkgd	别无分店
sscpf	屠格涅夫
fdpnd	开塞露
grdkd	拾音器
wgwcm	做牛做马
lcggn	小浪底
lgwwk	交换价值
cdlkn	稳定平衡
vgvsk	说瞎话
gmckt	抽象派
xfhjx	铁血丹心
mgmth	不瘟不火
jbpdj	性变态
vkvvt	辅助设计
hvndc	败者为寇
sjsms	标题栏
sjyfj	用心险恶
hskjn	思想感情
mmsml	莱布尼茨
jrlsl	巴音郭楞
svmsj	魂断蓝桥
dsqjv	吹冷风
ymckf	气若游丝
yjsms	签名档
ftrkn	耐火砖
gxggv	牡羊座
vvvvn	乒乒乓乓
jvvjs	外语课
kjlwl	古巴比伦
fxsmd	一剪梅
kcsjc	可移植性
vmchg	调节税
mmvkv	黄花岗
fxltr	再铸辉煌
tkrxr	初级班
kjwvt	线性代数
wkwyq	傻里傻气
ljcjm	豪情满怀
fckmj	一如往昔
ykrlo	气绝身亡
fpcfy	一霎那
mhkwh	共同纲领
mjkjr	有功之臣
jcmst	暖温带
rhmcf	硝基苯
fpnzs	一大跳
qblle	几点了
hjckd	超短波
skrrj	柳下惠
wxvke	修道士
vgsjo	坎儿井
mcdlj	不以己悲
fjfso	一般无二
gcwth	势如水火
tlkts	直方图
dbvmp	哺乳类
sdsmc	楼中楼
mccnm	花姑娘
yfjba	阿鲁巴
cksgc	涌泉相报
lgklv	平庸之辈
xgxyc	半睡半醒
xrlgm	半文盲
cqysm	通风管
lytwg	充要条件
rkksm	毛绒绒
mvdkd	联轴器
jjpfu	闲工夫
lmlfh	正蓝旗
mxfqh	花鸟鱼虫
vknhj	粒细胞
vkxxl	地下铁道
mkjss	不结盟运动
pymcj	猪笼草
xcdkd	镇流器
wvfst	仁者无敌
msswn	鹊桥相会
fsdms	无头案
bmbcw	受苦受难
bvjrk	礼轻情意重
lfdjo	小五金
gvvcd	拟声词
hljhe	周敦颐
lcgnw	幼稚病
xrtkf	铁砂掌
gklzl	撒克逊
gfnsq	痛失良机
tyvdd	补西墙
bckcd	贞观之治
cnvwo	没脸见人
sjfml	尸骨无存
kssmj	白桦树
yfnpe	覆手为雨
xxxcr	铺盖卷
kkxkk	恩威并重
khwmt	谷贱伤农
rrjjb	磕磕巴巴
vvnsd	声讯台
jvbcd	寿山福海
mdvdf	薛定谔
lvdkd	劣质品
gsxnd	搭桥铺路
dcdkd	吃香喝辣
mdmjt	不吵不闹
gxlzi	撒丫子
ctckt	洋务派
xjpvb	前怕狼后怕虎
vvmwj	见者有份
xfkxa	普天下
gsklz	先进分子
ycgvt	复种指数
fwrwo	一代新人
ckvdj	以绝后患
ffkxa	形而下
llqqn	平平凡凡
mmgkj	萝莉控
dmfmk	安危与共
yjknw	阴晴圆缺
mlvwg	共享软件
sqkjg	启发式
cqsmq	通风机
lgwlx	小康水平
kfbst	四面受敌
glvji	逃亡者
vlvmt	青饲料
xgddj	养痈遗患
vbcvj	峰峦叠嶂
dcckk	灾难深重
lkwnl	高分低能
ddwtk	额定值
xkbdk	羊入虎口
jgvkt	日报表
yljqr	陈子昂
jlvwl	怀疑论
kwgdk	因人制宜
kjkli	里外里
vccnb	表姐妹
ycfhd	西洋画
jlwdv	瓦窑堡
wwcgm	令人注目
gyklj	广西壮族
vjskl	说时迟
sxlyc	至关紧要
mscnd	蔺相如
gskgh	托运费
svvkd	君士坦丁
kjfme	装门面
kcssi	经世致用
vyfe	糖醋鱼
krsmn	分身术
mjlvg	色情小说
vmmlg	山不在高
wtwtd	悠哉悠哉
ccmlt	妇女解放
vvggt	土地庙
vdckh	杀富济贫
bsksi	祖冲之
bdtjg	瓜皮帽
fbmkp	画虎不成反类犬
pcxkn	狗娘养的
vfvdj	反求诸己
fddmn	蚕宝宝
vsmkh	赤橙黄绿青蓝紫
kxlfh	下半旗
rrqho	珊瑚虫
pgrlc	零打碎敲
pswlb	规格化
kqdkd	弦乐器
phcne	狗男女
jtgkg	卡迪拉克
cnjmo	清脆悦耳
lsmjd	亢龙有悔
mltjd	解放初
vxrkg	赤铁矿
hwmzw	周传雄
stmml	舌灿莲花
vwwrj	静候佳音
mdmvd	不言不语
ttsml	烧火棍
mhcvj	荣辱观
nngmn	胳膊拧不过大腿
jvvmt	上岁数
yfdkd	陈列品
pwsmj	奈何桥
msrld	农机站
krckt	维新派
kwlkm	公使馆
ccskn	对流层
smklt	柯尔克孜
mffkd	有来无回
jdjvd	闲言闲语
kyxjv	弹簧钢
fmsmx	耍花样
vxjsg	软键盘
wgsmw	力挫群雄
kfwmp	得来全不费工夫
vksmf	杀威棒
jrvje	闹意见
rmgvx	文艺批评
kkcwy	贫困潦倒
gkxjt	指北针
smsjw	校友录
cjcwc	难上难
yslqe	随想曲
msji	劳动日
hllzi	臭小子
fkjjr	开国功臣
vxlzi	软钉子
fmlsv	五七干校
kwkkq	弱水三千
flqcg	一夜风流
mthnv	黄巾起义
jwwlj	晃悠悠
lsysy	放冷箭
mjggo	节骨眼儿
nnlzi	脚脖子
vkksj	山里红
lkkwf	平行四边形
lhkgt	空包弹
pwkpd	貌似强大
swxfl	群众关系
qsgvr	螳臂挡车
fbcbc	无福消受
mvmvs	落地有声
lhmkg	敦刻尔克
kvkyq	细声细气
mcdvj	荷马史诗
vvyvs	说话算话
kghsc	张九龄
rtlfj	毛南族
jkkli	果戈里
kldkj	得了吧
xtsmj	铁索桥
fgjxc	互换性
vcgck	教书先生
ffvkj	万万岁
dxvkt	出师表
jsjgb	知冷知热
gjgjy	百般挑剔
gvwpq	打埋伏
kfvje	之我见
wkckr	水经注
fjptk	一日夫妻百日恩
mgywj	东挪西借
lmvsi	学有所用
ksggc	线速度
ryccn	硬笔书法
gdssj	摸金校尉
wdsmq	传呼机
qjkqp	发明奖
ffvdm	拜天地
dbskq	金銮殿
lfmcd	正电荷
rcgkc	现世报
mmfks	郁郁而终
fmdlc	看菜吃饭
mkfdi	有线电
llpjh	六六大顺
fglzi	拜把子
nfnvn	踱来踱去
vfwko	地面水
clvji	观光者
csvgw	以资鼓励
vcrrt	山河破碎
ksmvs	缴枪不杀
vvkbr	土地爷
mfmcd	负电荷
vkwcs	地图集
vrkgb	反射弧
mdsi	不中用
nkdxs	义结金兰
kyxct	装箱单
mlysr	荧光笔
swcke	进修生
lwdhk	高低贵贱
ssckn	根本法
vmmmn	去芜存菁
gvnml	拉后腿
skxpd	想得美
dgfkj	另眼看待
mnfgj	茫然失措
fnjcs	手足情深
wkdwc	借古喻今
yxvfy	等差数列
qfqjr	凤求凰
dwysm	出水管
pvjrk	奇峰怪石
djwgl	宅心仁厚
jnvre	闷罐车
vvfkg	说说看
wgksf	人造丝
kbjxc	感受性
fhwsc	天赋人权
rlrvl	文学理论
smjcx	翩若惊鸿
jdhhl	果实累累
kfggw	酱豆腐
bwvkt	视力表
drwwj	吃斋念佛
lfpgv	了无牵挂
gvsmq	报话机
jvmcv	矢车菊
cstsk	油尽灯枯
mswys	茂林修竹
wkxdn	传经送宝
jdxjv	工字钢
frfkt	无亲无故
hjhvt	包工包料
vwhms	吉人自有天相
ljlwd	悲愤交加
xlsmq	兼容机
kqgnw	丝虫病
dxggv	宝瓶座
vmfvm	说不来
msqhs	燕尾蝶
dvvvm	吹糠见米
hsfsq	步进电机
tmvgr	博尔塔拉
flsks	无穷尽
jyspe	惊险片
flcmg	面向对象
kywrt	四氯化碳
tctwg	初始条件
dkcdv	中国通史
trkjn	条理分明
glckj	朱光潜
ctcjc	飞火流星
ctsfp	怒火冲天
qdsmf	留言本
vlnfl	山高路远
mqgwq	东风压倒西风
lnmzt	裹脚布
grgvj	报章杂志
xxkgx	关关雎鸠
ctckd	妇炎洁
dfdvn	呼来喝去
vjwve	课外作业
nbchk	为虎添翼
chnnv	世界主义
jjvsk	知心话
htrkn	自由王国
dtlkc	家常饭
vbpsg	讲礼貌
fcngc	无以为报
xlwgl	兰亭集序
qvjjn	风土民情
wcvkj	何以见得
vjmvk	山外有山
wtsjs	偷尝禁果
cjmtt	好景不常
ctjdl	酒逢知己千杯少
jldks	刀子嘴
bymrk	爱答不理
qktjg	螺丝帽
grrxg	打破砂锅问到底
kckdl	四季歌
lmvlz	小兔崽子
dtssj	出卖灵魂
dglxg	宁夏省
mcgsl	不敢造次
mhkjl	有其父必有其子
xgjgi	总罢工
kkdkj	三重唱
mjvkr	七星岩
ltdkd	干燥器
spyfd	次大陆
fvcjj	一刹那间
nyvdm	脾气坏
kjknd	成才之路
wsnnv	人本主义
jhmwj	过期不候
vbcbq	老虎凳
mcmcn	蒙汗药
jvlfe	鬼地方
wjfjd	你知我知
xhxfa	铁齿铜牙
gwkgk	接人待物
qfkbh	风雅颂
mmvji	带菌者
bkpqr	虐待狂
lvhvc	穿山越岭
mctke	花和尚
vvvvs	车轱辘话
mjbjj	聪明睿智
mbfpj	尧舜禹
vccnm	老姑娘
vbdwo	吉卜赛人
sghlg	横挑鼻子竖挑眼
sgbkt	二指禅
dtrkl	字处理
tcwsn	支委会
mggmv	色眯眯
bmvxg	爱莲说
lksmf	平装本
jxpdl	多普达
dlmgl	长幼有序
fylws	一醉方休
dgklj	宁夏回族
qpmdt	风雨不改
gjsmq	打卡机
jcnkk	情深义重
rwksk	磁力线
pvlzi	狗崽子
vlklf	山高皇帝远
cdcke	桑寄生
xnpdl	美能达
mkhym	萨克斯管
kcxgh	公私兼顾
wjcke	值日生
mchph	不敢越雷池一步
vgmvw	见物不见人
ykbwn	阶级社会
cvksk	滑轮组
grbwl	物理变化
dkckv	吐谷浑
mknzd	黄泉路
fshjl	面壁思过
gvnml	扯后腿
rvgns	亲者痛
fffmj	面无血色
ssmcl	木槿花
hgmdc	自找苦吃
hhrjc	同步卫星
ckckn	以德治国
vcyjn	反清复明
glrjy	腐蚀剂
lmwkf	夜幕低垂
gmvdd	拆东墙
sgggc	专制制度
smwsm	二不休
mhvkn	苏步青
mlkvc	荒郊野岭
lvkcs	就坡下驴
tklfj	裕固族
vjlzi	软刀子
ddwwr	安安全全
ssgo	冰棍儿
gksmr	接线柱
vsgny	封建制
xsfhd	铜版画
ndmcj	脸皮薄
wffwo	假手于人
jmcpf	必有勇夫
yqdkd	管乐器
kkvdv	千千静听
vcrjy	去污剂
dwssn	官僚资本主义
gynnv	投降主义
fkdks	耍贫嘴
mjgmh	不知廉耻
nvcgm	参考书目
mxqfe	花鸟虫鱼
hnjke	走为上
vdpqr	教唆犯
xjclf	弊多利少
wwlfj	仡佬族
rmlxl	文艺学
csjsn	游标卡尺
jsvdk	旱冰场
kmggs	三色堇
gmdkh	报幕员
bkmcr	神经节
tvvph	火山地震
vlkgh	车旅费
rfwjf	文武全才
yxgyc	简单扼要
wwtpb	代办处
cwvgk	通俗读物
vlhtj	静夜思
kjckd	约旦河
dvkqp	金质奖
kmxjp	三角铁
fdknj	吞噬细胞
jjccd	暖暖和和
xswko	半桶水
dwjgc	口传心授
cjlxl	测量学
lpkgh	毕达哥拉斯
kjvrk	下知地理
cwtjd	流水帐
rmwko	石灰水
cnshw	满脸横肉
kgkck	故技重演
swkxl	用人之道
grckt	革新派
gxspd	挂羊头
xvkqp	银质奖
pkcfh	秦皇汉武
mhrhj	不够意思
dybgv	叨陪末座
krchs	古文观止
snlzi	尥蹶子
sssgk	木本植物
bpmcd	爱达荷
cgvdd	女儿墙
grjfk	物理量
cgyss	温庭筠
fcspd	耍滑头
wcltt	作嫁衣裳
bjdxy	末日审判
ttpgm	灿烂夺目
tmgkr	冬不拉
glsmq	打孔机
svkft	减数分裂
fljme	与非门
kxksj	可兰经
fwdms	副伤寒
djjck	定盘星
kwkcn	四仰八叉
fswjg	来样加工
lfvcs	孔融让梨
wslxl	修辞学
mfhws	不及其余
fmvmj	天花粉
fgrho	一抹黑
jsggv	旱冰鞋
jvqwk	智者乐水
sgfym	屈指一算
cwrdd	剩余产品
hlcpp	男子汉大丈夫
wgckn	优选法
ggvji	造物者
rjfkj	文臣武将
swjxd	片假名
vlnyl	山高路险
kmmcq	野蔷薇
djlzi	串门子
vpkbr	老太爷
jvcke	工读生
rccnm	新嫁娘
fwlzi	五倍子
kmknl	可不可能
fjfhy	一时一刻
sdga	木器厂
fddqy	一字长蛇阵
gfflj	物我两忘
jjlkl	慷慨悲歌
gvvkl	抗毒素
lwhpd	高傲自大
rjkcd	文景之治
vcchq	糊涂蛋
fvskd	电话局
kwsvq	四化建设
fnklv	无能之辈
gfgkc	打电报
ydrhv	阿喀琉斯
jjfri	上知天文
ccmdm	好马不吃回头草
pqcqs	狂蜂浪蝶
wwljn	似水柔情
msgfc	农林牧副渔
nslzi	腰杆子
njlzi	脑门子
xhfvg	总起来说
kgrkv	可控硅
fcdmc	雅利安
fsdrj	一槌定音
cjgvv	满门抄斩
nxmfi	参差不一
vkhhf	地图册
dklzi	出岔子
cyfmj	鸿篇巨著
lysgk	高等动物
ynkmf	等腰三角形
scgxt	至圣先师
mnmji	某月某日
scyvt	梦溪笔谈
cqrjy	驱虫剂
skjxc	二重性
njdjf	能量守恒
tjdcc	真名实姓
dhji	安息日
kckln	维妙维肖
flnwc	恶向胆边生
wjwsf	水晶体
dkwka	吃白食
vdfnd	数字电路
sgfde	相顾无言
hkgkg	勾三搭四
cnmxy	驻足不前
kncrj	胡服骑射
vdsks	精品屋
jfkgl	心电感应
kwckd	下个世纪
ssfhd	木版画
twmps	真人不露相
ddmcl	喇叭花
slsmq	录放机
glfpd	目光远大
vvkts	地质图
grcxg	打破沙锅问到底
vbrmg	返祖现象
gmkgw	犄角之势
kkckp	千里姻缘一线牵
msdyq	不用客气
dvmdr	吃软不吃硬
spmjk	居大不易
cdyfl	圣母院
fwvth	电介质
jkhmp	外引内联
hjwjm	刻骨仇恨
glcpd	牛高马大
nnhhd	服服贴贴
cvthk	酒精灯
lkmlx	孟德尔
cvvjk	通讯兵
qwwlj	乐悠悠
mcwjn	不通人情
mvpvk	不见泰山
bylzi	卜算子
svwll	材料力学
hkdnj	越野赛跑
kscky	将进酒
fmlsh	万丈高楼平地起
wwlfj	仫佬族
vmxgd	后不着店
hsxyr	自动铅笔
fmxcs	武藤兰
mcthj	芳香烃
fmskj	烈军属
mmgfv	布尔乔亚
lwkgg	肖申克
dsbkn	忠君爱国
wswkj	假模假式
ccggd	洗染店
mwlzi	劳什子
ymlle	算不了
jchti	早稻田
hcsjo	自流井
xfspc	普及版
cchtj	妇女界
gljfk	原子量
skcks	头悬梁
sskcf	运用之妙
rxbsc	石钟乳
gkdmm	先行官
mkcfl	不得好死
xtcht	总务科
cpccs	奸夫淫妇
klvjk	红小兵
cgrll	程朱理学
fmmjv	天若有情天亦老
sgsmd	植物群落
jskdh	惊魂甫定
lmbsp	小萝卜头
wcfcj	偷奸耍滑
lwcma	小仲马
vnmns	连蹦带跳
gfhyl	挺而走险
ddkkj	安安分分
wcmml	人海茫茫
kmgkh	须菩提
fcfss	天生我材必有用
whcmj	贪财好色
rfbgo	这么点儿
flmcl	无商不奸
wvjfh	作业题
vwwkb	老伯伯
yjmcj	气门芯
fylxi	无限小
skggi	桃之夭夭
fkswt	五胡乱华
vrysm	数码管
hscjg	戳脊梁骨
htwgk	越冬作物
jvrxr	短训班
wmpfx	领带夹
gfsvm	撼天动地
rvmsy	意料不到
glfkh	眼高于顶
fcjzi	一清早
lgwcm	当牛做马
rfhlm	碰一鼻子灰
fgfmv	开拓型
rrdkd	新石器
yfdyh	算无遗策
hhwwj	忽忽悠悠
dvwcj	吟诗作对
lhplf	举止大方
ckcgb	浓妆淡抹
rkmkj	黑白不分
crcwk	滥砍滥伐
nvsmq	脱粒机
xgsmq	卷扬机
fgckl	一把汗
dsmrj	出敌不意
djjlf	唯才是举
kwvdu	三合土
hlsgn	周旋到底
dccfc	出污泥而不染
lvvrt	旋转轴
qdlqe	迎宾曲
yvwlt	年老力衰
vyskh	精简整编
sgtlz	乱扣帽子
gmkvj	抱有成见
mmmmb	莺莺燕燕
cldkc	游子吟
djdkf	守恒定律
vmsks	数不尽
kmkmh	八荣八耻
cgvtk	湿度计
dcggs	口没遮拦
sfwtp	杳无人烟
dqyfv	长蛇阵
mkrrc	七弦琴
mjykn	农民阶级
sgmcc	根瘤菌
svdde	木讷寡言
shgny	井田制
fgvkt	电压表
mkqyq	蔚成风气
wmndr	债有主
cwwcn	飞鸽传书
ldhnb	兴味盎然
vswnv	地动仪
mmspd	冤有头
rlttk	破衣烂衫
jlcvj	时空观
grrdl	拼音文字
rpksi	王夫之
wnrjx	剑胆琴心
xvkld	前车可鉴
hdvmf	斯宾诺莎
fnfjn	翻脸无情
wfcfx	信手涂鸦
tkksj	十三经
ddvgv	呼啸山庄
tngnj	勃朗特
xkthk	钨丝灯
wffcx	做一天和尚撞一天钟
wswnd	傻头傻脑
lcmjl	饱汉不知饿汉饥
jfndt	过而能改
vwxjk	讲价钱
mmtmn	黄色炸药
tyhsc	十年内乱
mjtmp	久旱逢甘雨
svrly	木质部
ypckh	随大溜
kmjdw	费尔巴哈
cjlkd	湖心亭
mfmvj	花开花谢
wyspe	贺年片
skkvc	二律背反
ggvdk	打靶场
dssmm	嚼舌根
wxwlh	畅销货
rhkcs	文思泉涌
kchss	悬梁自尽
hwcwv	羽化登仙
vjttt	赤日炎炎
yygwl	阴阳历
fcvwl	天演论
glysr	原子笔
jcnkd	日清月结
xrqhl	银环蛇
cswnc	如梦令
wccmv	人淡如菊
fcwfn	一生何求
vkgwl	老皇历
yfjsg	配电盘
gmknl	拉不下脸
cgklc	敢把皇帝拉下马
fjlxl	电工学
pdddd	大宴宾客
slvji	剥削者
wgmcn	催眠药
qwfhd	风俗画
fqxpe	欧风美雨
lscgm	孤枕难眠
htjsm	自由民
dvnnv	实证主义
mkkjf	还乡团
llvsi	学非所用
wwkfk	人人得而诛之
pdysw	猴皮筋
mxldt	有错就改
ptmlx	达斡尔
mmsxl	莱布尼兹
mdkhd	七言绝句
mjwhd	雄才伟略
jvkcs	顺坡下驴
lgttg	穿靴戴帽
gmsmm	摩尔根
kjgdk	因事制宜
djrll	宋明理学
mlwtk	有效值
rrksf	玻璃丝
lkmcw	少壮不努力
gpmcl	报春花
msctk	丈二和尚
djgo	嗓门儿
mvcvg	有话好说
dckjx	出以公心
fslsp	死到临头
wsxnd	架桥铺路
wrxjv	低碳钢
tfvhv	邮电所
fgmst	副热带
hcckd	内流河
tgkcl	直接经验
lkjmj	穿街过巷
wdkdn	传家之宝
yjdkd	等外品
dcnfv	哈利路亚
wlrxh	偏旁部首
njggo	缺心眼儿
cllzi	好小子
mqcpe	急风骤雨
bvvkr	变质岩
rsnsd	站柜台
mmjjb	皱皱巴巴
gwkkl	拒人千里
lwvvj	旧体诗
dxlvl	母慈子孝
cpvsl	勇猛精进
gqqsh	癞蛤蟆想吃天鹅肉
jkwvl	外国佬
jmhdi	情不自已
jcrct	情深意浓
dmtde	啧有烦言
pmyxi	狗东西
hljxc	趋光性
jllzi	心窝子
kxmcl	白兰花
ldrly	小吃部
mjklf	不智之举
yywgk	氢氧化物
kkne	下弦月
qcjjc	风和日暖
ksmgq	强龙不压地头蛇
hdxnj	此言差矣
rvmcl	玉米花
khwll	经典力学
scnnv	相对主义
gspkk	搭桥牵线
lwfrj	正合我意
dhhjx	出自内心
wxggd	代销店
kcvwl	经验论
rvri	石鼓文
rjjkj	破晓时分
dsnkj	宰相肚里能撑船
vswsb	地灵人杰
mslzi	耳刮子
nblzi	脑瓜子
msvyj	菜根谭
ycsms	防沙林
vvmlx	塔塔尔
fwxjg	电位差
wklct	边缘学科
ddskj	安守本分
gvtfm	庐山真面
vjmlf	教导有方
fdvke	雅皮士
sdrkc	机器码
flsmr	电子枪
kfsmq	微型机
ggdmv	托勒密
hvlfj	基诺族
lfxjg	凸面镜
jgdjb	名扬中外
scsmj	二叉树
hknfh	止戈为武
stkdj	二十八宿
wjlyh	愚民政策
mtmjb	茶褐色
wcqwd	人生几何
rmlxl	现象学
jnrkn	必然王国
tkvkr	火成岩
stsfk	棋逢敌手
ppkkt	春雨绵绵
xsjdi	剃头刀
lsjmj	空即是色
yswcl	第二人称
cxhmj	刁钻刻薄
klpwo	北京猿人
vfysr	试电笔
wktkg	保皇党
flfwl	一望无边
kkfkv	强将手下无弱兵
gdlzi	眼皮子
fsmcv	一动不如一静
gvkxl	瞎说八道
twhjx	协力同心
cdcjx	没安好心
mcmkb	不清不白
cfwnv	浑天仪
pvfkx	大赦天下
kckhx	四海之内皆兄弟
mfcvk	还我河山
lkmcc	放线菌
mmfcw	左右两难
lrxjv	高碳钢
msjfk	角动量
kjlfj	德昂族
rwrjs	新人新事
drvsc	定音鼓
wdsmr	信号枪
rnjkd	珠胎暗结
xkgnk	针织物
vshbh	赤壁赋
lbhbv	非礼勿视
wjswl	倾心尽力
cggwo	以势压人
cjgxh	溜门撬锁
gslkn	度君子之腹
cbwlr	深孚众望
wdflw	余味无穷
gwhgk	庸人自扰之
wmndj	人不为己
gmsmc	罢免权
crvdu	观音土
svvkv	乱坟岗
cswcn	以权代法
gwcnc	操你妈
pqfcm	狂风恶浪
kvfcc	国士无双
vpkwl	老大徒伤悲
qqdjs	蚂蚁啃骨头
gjgsh	挨门挨户
fqksc	无风三尺浪
fbvlt	一神教
tjjck	丧门星
kcfke	弓弩手
fdkdc	一唱三叹
cdfmj	洞察一切
fqkkj	欧几里得
mgfcs	不顾死活
sglne	犀牛望月
ygvkt	气压表
krlvt	循环小数
wdfbj	加官晋爵
tsjke	火头上
gjgmt	投闲置散
fxdlj	无关宏旨
hjgo	赶明儿
ffksk	一面之辞
jhhrk	心同此理
lrlzi	正离子
lkssw	曲线运动
kcfcc	绝世无双
mmjjb	免冠照
fkngo	一古脑儿
gkkvj	先入之见
fgvde	无庸讳言
skksj	乱纷纷
vmgo	话茬儿
dwvmn	害人精
srfme	横剖面
lflgl	光电效应
cjjfl	河外星系
dctrk	客观真理
vvpds	料峭春寒
lkjfv	鉴往知来
vvvdr	土坷垃
cvysj	通讯簿
lmmvn	学艺不精
wslqe	畅想曲
ckcgb	淡妆浓抹
vlvsk	地方话
cgcgn	生擒活捉
kvjcn	公车上书
vrltt	误码率
rjdkj	离情别绪
nffpj	脏乎乎
phfvy	大败亏输
vcdkd	连通器
xtdmh	总协定
vqpxd	毒蛇猛兽
wwjjd	使人昭昭
tythk	煤气灯
ffgcg	鳄鱼眼泪
vrrdl	表意文字
tfykw	南无阿弥陀佛
kkxsi	恩威并用
tmwnr	备不住
vrdms	青玉案
lvskl	比丘尼
ksgkj	弹尽援绝
llkkd	紧紧张张
cljgl	激光照排
rrvvc	文文静静
gyysl	扑簌簌
vvmmj	诚诚恳恳
rylzi	破阵子
wcwtt	人生何处不相逢
sckbe	核蛋白
fjfwt	救民于水火
svfcd	尸山血海
rmvth	石灰质
rwksm	毛边纸
rrfvj	瑕瑜互见
ffmmt	雅鲁藏布
jhfi	知其一
xlsmd	铁交椅
ysbjk	随机变量
ssvfd	标准语
pwptc	露水夫妻
jmvhj	日有所思
cfkvm	通天彻地
tjmcj	灯心草
ltysg	干燥箱
ffwsk	死无全尸
wrcjl	伐毛洗髓
vjvxg	地心说
mtskn	七十二行
kdvks	白噪声
jdbdg	鬼哭神嚎
hkxgc	超级链接
msmcf	不到黄河心不死
plnjf	豹子胆
chgcs	对内搞活
fgvtt	一席谈
vykvd	语气助词
jkfke	刀斧手
wsbjk	全局变量
sjkjg	二项式
mqkld	黄发垂髫
swkjs	杞人之忧
fmnlj	耍花腔
mdkjg	不定式
mkjsq	煞费心机
lttvk	放火烧山
kvfbv	千山万壑
jhfbb	攻其一点
skjjx	动魄惊心
vrdkd	译码器
vyskn	计算尺
mmdcl	落落寡欢
kgrgk	白眼珠
wxhmo	俯首贴耳
jjjjl	慌慌忙忙
qkgkd	风纪扣
kllqe	回旋曲
fvpsj	一场春梦
kwwsn	团代会
tbmjb	真彩色
clwcj	油光水滑
wcslj	贪污盗窃
crmcc	双球菌
klbvk	白衣战士
rmmcg	黑蒙蒙
jjmmk	晃晃荡荡
rdskj	碱金属
tylzi	炮筒子
ccmdf	好汉不吃眼前亏
yjlfj	阿昌族
rfysy	新来乍到
wmycl	驾鹤西游
cngks	淡然置之
mwvmj	急人所急
wtwkt	水烟袋
htvvj	自由诗
xmmcj	兰花草
fnscl	一脉相通
tckgp	初生之犊
stjsd	机帆船
lwwlj	颤悠悠
xvdkd	送话器
